week_start,product_name,opening_stock,quantity_received,quantity_dispensed,closing_stock,stockout_flag
2020-05-11,Cotrimoxazole,612,0,307,305,0
2020-05-18,Cotrimoxazole,305,0,219,86,0
2020-05-25,Cotrimoxazole,86,1328,231,1183,0
2020-06-01,Cotrimoxazole,1183,0,192,991,0
2020-06-08,Cotrimoxazole,991,0,170,821,0
2020-06-15,Cotrimoxazole,821,0,177,644,0
2020-06-22,Cotrimoxazole,644,0,267,377,0
2020-06-29,Cotrimoxazole,377,0,217,160,0
2020-07-06,Cotrimoxazole,160,0,150,10,0
2020-07-13,Cotrimoxazole,10,1774,235,1549,0
2020-07-20,Cotrimoxazole,1549,0,195,1354,0
2020-07-27,Cotrimoxazole,1354,0,204,1150,0
2020-08-03,Cotrimoxazole,1150,0,220,930,0
2020-08-10,Cotrimoxazole,930,0,213,717,0
2020-08-17,Cotrimoxazole,717,0,133,584,0
2020-08-24,Cotrimoxazole,584,0,258,326,0
2020-08-31,Cotrimoxazole,326,1445,163,1608,0
2020-09-07,Cotrimoxazole,1608,0,191,1417,0
2020-09-14,Cotrimoxazole,1417,0,212,1205,0
2020-09-21,Cotrimoxazole,1205,0,132,1073,0
2020-09-28,Cotrimoxazole,1073,0,221,852,0
2020-10-05,Cotrimoxazole,852,0,156,696,0
2020-10-12,Cotrimoxazole,696,0,218,478,0
2020-10-19,Cotrimoxazole,478,0,209,269,0
2020-10-26,Cotrimoxazole,269,987,237,1019,0
2020-11-02,Cotrimoxazole,1019,0,247,772,0
2020-11-09,Cotrimoxazole,772,0,173,599,0
2020-11-16,Cotrimoxazole,599,0,178,421,0
2020-11-23,Cotrimoxazole,421,0,213,208,0
2020-11-30,Cotrimoxazole,208,0,208,0,1
2020-12-07,Cotrimoxazole,0,1576,179,1397,0
2020-12-14,Cotrimoxazole,1397,0,203,1194,0
2020-12-21,Cotrimoxazole,1194,0,237,957,0
2020-12-28,Cotrimoxazole,957,0,136,821,0
2021-01-04,Cotrimoxazole,821,0,117,704,0
2021-01-11,Cotrimoxazole,704,0,160,544,0
2021-01-18,Cotrimoxazole,544,0,216,328,0
2021-01-25,Cotrimoxazole,328,0,203,125,0
2021-02-01,Cotrimoxazole,125,0,125,0,1
2021-02-08,Cotrimoxazole,0,1638,221,1417,0
2021-02-15,Cotrimoxazole,1417,0,217,1200,0
2021-02-22,Cotrimoxazole,1200,0,156,1044,0
2021-03-01,Cotrimoxazole,1044,0,141,903,0
2021-03-08,Cotrimoxazole,903,0,195,708,0
2021-03-15,Cotrimoxazole,708,0,165,543,0
2021-03-22,Cotrimoxazole,543,0,166,377,0
2021-03-29,Cotrimoxazole,377,1178,192,1363,0
2021-04-05,Cotrimoxazole,1363,0,148,1215,0
2021-04-12,Cotrimoxazole,1215,0,130,1085,0
2021-04-19,Cotrimoxazole,1085,0,311,774,0
2021-04-26,Cotrimoxazole,774,0,205,569,0
2021-05-03,Cotrimoxazole,569,0,227,342,0
2021-05-10,Cotrimoxazole,342,1232,257,1317,0
2021-05-17,Cotrimoxazole,1317,0,281,1036,0
2021-05-24,Cotrimoxazole,1036,0,257,779,0
2021-05-31,Cotrimoxazole,779,0,192,587,0
2021-06-07,Cotrimoxazole,587,0,282,305,0
2021-06-14,Cotrimoxazole,305,0,271,34,0
2021-06-21,Cotrimoxazole,34,1559,275,1318,0
2021-06-28,Cotrimoxazole,1318,0,256,1062,0
2021-07-05,Cotrimoxazole,1062,0,270,792,0
2021-07-12,Cotrimoxazole,792,0,264,528,0
2021-07-19,Cotrimoxazole,528,0,231,297,0
2021-07-26,Cotrimoxazole,297,0,245,52,0
2021-08-02,Cotrimoxazole,52,0,52,0,1
2021-08-09,Cotrimoxazole,0,0,0,0,1
2021-08-16,Cotrimoxazole,0,0,0,0,1
2021-08-23,Cotrimoxazole,0,1277,192,1085,0
2021-08-30,Cotrimoxazole,1085,0,233,852,0
2021-09-06,Cotrimoxazole,852,0,273,579,0
2021-09-13,Cotrimoxazole,579,0,192,387,0
2021-09-20,Cotrimoxazole,387,0,102,285,0
2021-09-27,Cotrimoxazole,285,1510,195,1600,0
2021-10-04,Cotrimoxazole,1600,0,135,1465,0
2021-10-11,Cotrimoxazole,1465,0,178,1287,0
2021-10-18,Cotrimoxazole,1287,0,216,1071,0
2021-10-25,Cotrimoxazole,1071,0,154,917,0
2021-11-01,Cotrimoxazole,917,0,191,726,0
2021-11-08,Cotrimoxazole,726,0,291,435,0
2021-11-15,Cotrimoxazole,435,0,216,219,0
2021-11-22,Cotrimoxazole,219,0,219,0,1
2021-11-29,Cotrimoxazole,0,0,0,0,1
2021-12-06,Cotrimoxazole,0,0,0,0,1
2021-12-13,Cotrimoxazole,0,1130,222,908,0
2021-12-20,Cotrimoxazole,908,0,195,713,0
2021-12-27,Cotrimoxazole,713,0,226,487,0
2022-01-03,Cotrimoxazole,487,0,163,324,0
2022-01-10,Cotrimoxazole,324,0,181,143,0
2022-01-17,Cotrimoxazole,143,1687,223,1607,0
2022-01-24,Cotrimoxazole,1607,0,204,1403,0
2022-01-31,Cotrimoxazole,1403,0,142,1261,0
2022-02-07,Cotrimoxazole,1261,0,182,1079,0
2022-02-14,Cotrimoxazole,1079,0,102,977,0
2022-02-21,Cotrimoxazole,977,0,130,847,0
2022-02-28,Cotrimoxazole,847,0,109,738,0
2022-03-07,Cotrimoxazole,738,0,163,575,0
2022-03-14,Cotrimoxazole,575,0,129,446,0
2022-03-21,Cotrimoxazole,446,0,173,273,0
2022-03-28,Cotrimoxazole,273,1192,202,1263,0
2022-04-04,Cotrimoxazole,1263,0,113,1150,0
2022-04-11,Cotrimoxazole,1150,0,215,935,0
2022-04-18,Cotrimoxazole,935,0,291,644,0
2022-04-25,Cotrimoxazole,644,0,271,373,0
2022-05-02,Cotrimoxazole,373,0,240,133,0
2022-05-09,Cotrimoxazole,133,0,133,0,1
2022-05-16,Cotrimoxazole,0,0,0,0,1
2022-05-23,Cotrimoxazole,0,0,0,0,1
2022-05-30,Cotrimoxazole,0,1332,242,1090,0
2022-06-06,Cotrimoxazole,1090,0,172,918,0
2022-06-13,Cotrimoxazole,918,0,231,687,0
2022-06-20,Cotrimoxazole,687,0,139,548,0
2022-06-27,Cotrimoxazole,548,0,257,291,0
2022-07-04,Cotrimoxazole,291,0,189,102,0
2022-07-11,Cotrimoxazole,102,0,102,0,1
2022-07-18,Cotrimoxazole,0,1505,197,1308,0
2022-07-25,Cotrimoxazole,1308,0,217,1091,0
2022-08-01,Cotrimoxazole,1091,0,351,740,0
2022-08-08,Cotrimoxazole,740,0,219,521,0
2022-08-15,Cotrimoxazole,521,0,223,298,0
2022-08-22,Cotrimoxazole,298,0,205,93,0
2022-08-29,Cotrimoxazole,93,1504,228,1369,0
2022-09-05,Cotrimoxazole,1369,0,225,1144,0
2022-09-12,Cotrimoxazole,1144,0,162,982,0
2022-09-19,Cotrimoxazole,982,0,117,865,0
2022-09-26,Cotrimoxazole,865,0,118,747,0
2022-10-03,Cotrimoxazole,747,0,152,595,0
2022-10-10,Cotrimoxazole,595,0,180,415,0
2022-10-17,Cotrimoxazole,415,0,305,110,0
2022-10-24,Cotrimoxazole,110,1451,252,1309,0
2022-10-31,Cotrimoxazole,1309,0,306,1003,0
2022-11-07,Cotrimoxazole,1003,0,191,812,0
2022-11-14,Cotrimoxazole,812,0,240,572,0
2022-11-21,Cotrimoxazole,572,0,167,405,0
2022-11-28,Cotrimoxazole,405,0,293,112,0
2022-12-05,Cotrimoxazole,112,0,112,0,1
2022-12-12,Cotrimoxazole,0,0,0,0,1
2022-12-19,Cotrimoxazole,0,1286,206,1080,0
2022-12-26,Cotrimoxazole,1080,0,153,927,0
2020-01-06,Ferrous Folate,2282,0,107,2175,0
2020-01-13,Ferrous Folate,2175,0,166,2009,0
2020-01-20,Ferrous Folate,2009,0,227,1782,0
2020-01-27,Ferrous Folate,1782,0,187,1595,0
2020-02-03,Ferrous Folate,1595,0,127,1468,0
2020-02-10,Ferrous Folate,1468,0,179,1289,0
2020-02-17,Ferrous Folate,1289,0,159,1130,0
2020-02-24,Ferrous Folate,1130,0,164,966,0
2020-03-02,Ferrous Folate,966,0,130,836,0
2020-03-09,Ferrous Folate,836,0,187,649,0
2020-03-16,Ferrous Folate,649,0,201,448,0
2020-03-23,Ferrous Folate,448,0,221,227,0
2020-03-30,Ferrous Folate,227,814,244,797,0
2020-04-06,Ferrous Folate,797,0,148,649,0
2020-04-13,Ferrous Folate,649,0,118,531,0
2020-04-20,Ferrous Folate,531,1485,214,1802,0
2020-04-27,Ferrous Folate,1802,0,276,1526,0
2020-05-04,Ferrous Folate,1526,0,254,1272,0
2020-05-11,Ferrous Folate,1272,0,137,1135,0
2020-05-18,Ferrous Folate,1135,0,225,910,0
2020-05-25,Ferrous Folate,910,0,179,731,0
2020-06-01,Ferrous Folate,731,0,164,567,0
2020-06-08,Ferrous Folate,567,0,169,398,0
2020-06-15,Ferrous Folate,398,0,257,141,0
2020-06-22,Ferrous Folate,141,1010,229,922,0
2020-06-29,Ferrous Folate,922,0,279,643,0
2020-07-06,Ferrous Folate,643,0,274,369,0
2020-07-13,Ferrous Folate,369,0,283,86,0
2020-07-20,Ferrous Folate,86,0,86,0,1
2020-07-27,Ferrous Folate,0,0,0,0,1
2020-08-03,Ferrous Folate,0,0,0,0,1
2020-08-10,Ferrous Folate,0,0,0,0,1
2020-08-17,Ferrous Folate,0,1639,258,1381,0
2020-08-24,Ferrous Folate,1381,0,229,1152,0
2020-08-31,Ferrous Folate,1152,0,245,907,0
2020-09-07,Ferrous Folate,907,0,143,764,0
2020-09-14,Ferrous Folate,764,0,126,638,0
2020-09-21,Ferrous Folate,638,0,118,520,0
2020-09-28,Ferrous Folate,520,0,129,391,0
2020-10-05,Ferrous Folate,391,1130,176,1345,0
2020-10-12,Ferrous Folate,1345,0,175,1170,0
2020-10-19,Ferrous Folate,1170,0,228,942,0
2020-10-26,Ferrous Folate,942,0,233,709,0
2020-11-02,Ferrous Folate,709,0,256,453,0
2020-11-09,Ferrous Folate,453,0,167,286,0
2020-11-16,Ferrous Folate,286,0,189,97,0
2020-11-23,Ferrous Folate,97,0,97,0,1
2020-11-30,Ferrous Folate,0,1340,221,1119,0
2020-12-07,Ferrous Folate,1119,0,266,853,0
2020-12-14,Ferrous Folate,853,0,193,660,0
2020-12-21,Ferrous Folate,660,0,173,487,0
2020-12-28,Ferrous Folate,487,0,216,271,0
2021-01-04,Ferrous Folate,271,0,86,185,0
2021-01-11,Ferrous Folate,185,0,163,22,0
2021-01-18,Ferrous Folate,22,0,22,0,1
2021-01-25,Ferrous Folate,0,1163,192,971,0
2021-02-01,Ferrous Folate,971,0,171,800,0
2021-02-08,Ferrous Folate,800,0,153,647,0
2021-02-15,Ferrous Folate,647,0,130,517,0
2021-02-22,Ferrous Folate,517,0,159,358,0
2021-03-01,Ferrous Folate,358,0,89,269,0
2021-03-08,Ferrous Folate,269,0,177,92,0
2021-03-15,Ferrous Folate,92,1311,204,1199,0
2021-03-22,Ferrous Folate,1199,0,221,978,0
2021-03-29,Ferrous Folate,978,0,147,831,0
2021-04-05,Ferrous Folate,831,0,102,729,0
2021-04-12,Ferrous Folate,729,0,140,589,0
2021-04-19,Ferrous Folate,589,0,218,371,0
2021-04-26,Ferrous Folate,371,1083,243,1211,0
2021-05-03,Ferrous Folate,1211,0,342,869,0
2021-05-10,Ferrous Folate,869,0,263,606,0
2021-05-17,Ferrous Folate,606,0,187,419,0
2021-05-24,Ferrous Folate,419,0,252,167,0
2021-05-31,Ferrous Folate,167,0,167,0,1
2021-06-07,Ferrous Folate,0,1071,355,716,0
2021-06-14,Ferrous Folate,716,0,153,563,0
2021-06-21,Ferrous Folate,563,0,210,353,0
2021-06-28,Ferrous Folate,353,1566,193,1726,0
2021-07-05,Ferrous Folate,1726,0,256,1470,0
2021-07-12,Ferrous Folate,1470,0,280,1190,0
2021-07-19,Ferrous Folate,1190,0,113,1077,0
2021-07-26,Ferrous Folate,1077,0,193,884,0
2021-08-02,Ferrous Folate,884,0,176,708,0
2021-08-09,Ferrous Folate,708,0,254,454,0
2021-08-16,Ferrous Folate,454,0,258,196,0
2021-08-23,Ferrous Folate,196,0,196,0,1
2021-08-30,Ferrous Folate,0,812,159,653,0
2021-09-06,Ferrous Folate,653,0,261,392,0
2021-09-13,Ferrous Folate,392,0,162,230,0
2021-09-20,Ferrous Folate,230,0,153,77,0
2021-09-27,Ferrous Folate,77,1629,143,1563,0
2021-10-04,Ferrous Folate,1563,0,185,1378,0
2021-10-11,Ferrous Folate,1378,0,241,1137,0
2021-10-18,Ferrous Folate,1137,0,141,996,0
2021-10-25,Ferrous Folate,996,0,276,720,0
2021-11-01,Ferrous Folate,720,0,260,460,0
2021-11-08,Ferrous Folate,460,0,191,269,0
2021-11-15,Ferrous Folate,269,0,256,13,0
2021-11-22,Ferrous Folate,13,904,181,736,0
2021-11-29,Ferrous Folate,736,0,241,495,0
2021-12-06,Ferrous Folate,495,0,199,296,0
2021-12-13,Ferrous Folate,296,0,256,40,0
2021-12-20,Ferrous Folate,40,0,40,0,1
2021-12-27,Ferrous Folate,0,0,0,0,1
2022-01-03,Ferrous Folate,0,1546,104,1442,0
2022-01-10,Ferrous Folate,1442,0,257,1185,0
2022-01-17,Ferrous Folate,1185,0,171,1014,0
2022-01-24,Ferrous Folate,1014,0,147,867,0
2022-01-31,Ferrous Folate,867,0,201,666,0
2022-02-07,Ferrous Folate,666,0,190,476,0
2022-02-14,Ferrous Folate,476,0,151,325,0
2022-02-21,Ferrous Folate,325,0,186,139,0
2022-02-28,Ferrous Folate,139,0,139,0,1
2022-03-07,Ferrous Folate,0,1097,136,961,0
2022-03-14,Ferrous Folate,961,0,130,831,0
2022-03-21,Ferrous Folate,831,0,140,691,0
2022-03-28,Ferrous Folate,691,0,111,580,0
2022-04-04,Ferrous Folate,580,0,177,403,0
2022-04-11,Ferrous Folate,403,0,169,234,0
2022-04-18,Ferrous Folate,234,1321,207,1348,0
2022-04-25,Ferrous Folate,1348,0,212,1136,0
2022-05-02,Ferrous Folate,1136,0,269,867,0
2022-05-09,Ferrous Folate,867,0,237,630,0
2022-05-16,Ferrous Folate,630,0,270,360,0
2022-05-23,Ferrous Folate,360,0,246,114,0
2022-05-30,Ferrous Folate,114,1146,367,893,0
2022-06-06,Ferrous Folate,893,0,244,649,0
2022-06-13,Ferrous Folate,649,0,263,386,0
2022-06-20,Ferrous Folate,386,0,321,65,0
2022-06-27,Ferrous Folate,65,1389,234,1220,0
2022-07-04,Ferrous Folate,1220,0,253,967,0
2022-07-11,Ferrous Folate,967,0,211,756,0
2022-07-18,Ferrous Folate,756,0,234,522,0
2022-07-25,Ferrous Folate,522,0,210,312,0
2022-08-01,Ferrous Folate,312,0,222,90,0
2022-08-08,Ferrous Folate,90,0,90,0,1
2022-08-15,Ferrous Folate,0,0,0,0,1
2022-08-22,Ferrous Folate,0,0,0,0,1
2022-08-29,Ferrous Folate,0,1315,300,1015,0
2022-09-05,Ferrous Folate,1015,0,201,814,0
2022-09-12,Ferrous Folate,814,0,115,699,0
2022-09-19,Ferrous Folate,699,0,183,516,0
2022-09-26,Ferrous Folate,516,0,175,341,0
2022-10-03,Ferrous Folate,341,0,210,131,0
2022-10-10,Ferrous Folate,131,0,131,0,1
2022-10-17,Ferrous Folate,0,0,0,0,1
2022-10-24,Ferrous Folate,0,1267,207,1060,0
2022-10-31,Ferrous Folate,1060,0,192,868,0
2022-11-07,Ferrous Folate,868,0,258,610,0
2022-11-14,Ferrous Folate,610,0,216,394,0
2022-11-21,Ferrous Folate,394,0,119,275,0
2022-11-28,Ferrous Folate,275,1414,151,1538,0
2022-12-05,Ferrous Folate,1538,0,252,1286,0
2022-12-12,Ferrous Folate,1286,0,246,1040,0
2022-12-19,Ferrous Folate,1040,0,223,817,0
2022-12-26,Ferrous Folate,817,0,225,592,0
2020-01-06,Insulin,2280,0,132,2148,0
2020-01-13,Insulin,2148,0,243,1905,0
2020-01-20,Insulin,1905,0,227,1678,0
2020-01-27,Insulin,1678,0,268,1410,0
2020-02-03,Insulin,1410,0,203,1207,0
2020-02-10,Insulin,1207,0,183,1024,0
2020-02-17,Insulin,1024,0,255,769,0
2020-02-24,Insulin,769,0,215,554,0
2020-03-02,Insulin,554,0,184,370,0
2020-03-09,Insulin,370,2593,145,2818,0
2020-03-16,Insulin,2818,0,176,2642,0
2020-03-23,Insulin,2642,0,196,2446,0
2020-03-30,Insulin,2446,0,191,2255,0
2020-04-06,Insulin,2255,0,183,2072,0
2020-04-13,Insulin,2072,0,145,1927,0
2020-04-20,Insulin,1927,0,204,1723,0
2020-04-27,Insulin,1723,0,284,1439,0
2020-05-04,Insulin,1439,0,250,1189,0
2020-05-11,Insulin,1189,0,316,873,0
2020-05-18,Insulin,873,0,249,624,0
2020-05-25,Insulin,624,0,334,290,0
2020-06-01,Insulin,290,0,206,84,0
2020-06-08,Insulin,84,0,84,0,1
2020-06-15,Insulin,0,2077,358,1719,0
2020-06-22,Insulin,1719,0,267,1452,0
2020-06-29,Insulin,1452,0,313,1139,0
2020-07-06,Insulin,1139,0,238,901,0
2020-07-13,Insulin,901,0,217,684,0
2020-07-20,Insulin,684,0,236,448,0
2020-07-27,Insulin,448,0,249,199,0
2020-08-03,Insulin,199,0,199,0,1
2020-08-10,Insulin,0,0,0,0,1
2020-08-17,Insulin,0,2348,267,2081,0
2020-08-24,Insulin,2081,0,144,1937,0
2020-08-31,Insulin,1937,0,292,1645,0
2020-09-07,Insulin,1645,0,208,1437,0
2020-09-14,Insulin,1437,0,211,1226,0
2020-09-21,Insulin,1226,0,186,1040,0
2020-09-28,Insulin,1040,0,191,849,0
2020-10-05,Insulin,849,0,204,645,0
2020-10-12,Insulin,645,0,251,394,0
2020-10-19,Insulin,394,2155,222,2327,0
2020-10-26,Insulin,2327,0,207,2120,0
2020-11-02,Insulin,2120,0,250,1870,0
2020-11-09,Insulin,1870,0,212,1658,0
2020-11-16,Insulin,1658,0,208,1450,0
2020-11-23,Insulin,1450,0,212,1238,0
2020-11-30,Insulin,1238,0,206,1032,0
2020-12-07,Insulin,1032,0,203,829,0
2020-12-14,Insulin,829,0,178,651,0
2020-12-21,Insulin,651,0,312,339,0
2020-12-28,Insulin,339,2142,206,2275,0
2021-01-04,Insulin,2275,0,173,2102,0
2021-01-11,Insulin,2102,0,168,1934,0
2021-01-18,Insulin,1934,0,267,1667,0
2021-01-25,Insulin,1667,0,156,1511,0
2021-02-01,Insulin,1511,0,225,1286,0
2021-02-08,Insulin,1286,0,163,1123,0
2021-02-15,Insulin,1123,0,213,910,0
2021-02-22,Insulin,910,0,188,722,0
2021-03-01,Insulin,722,0,141,581,0
2021-03-08,Insulin,581,0,148,433,0
2021-03-15,Insulin,433,0,217,216,0
2021-03-22,Insulin,216,0,141,75,0
2021-03-29,Insulin,75,2514,246,2343,0
2021-04-05,Insulin,2343,0,191,2152,0
2021-04-12,Insulin,2152,0,197,1955,0
2021-04-19,Insulin,1955,0,241,1714,0
2021-04-26,Insulin,1714,0,327,1387,0
2021-05-03,Insulin,1387,0,184,1203,0
2021-05-10,Insulin,1203,0,335,868,0
2021-05-17,Insulin,868,0,265,603,0
2021-05-24,Insulin,603,0,258,345,0
2021-05-31,Insulin,345,0,238,107,0
2021-06-07,Insulin,107,0,107,0,1
2021-06-14,Insulin,0,2086,312,1774,0
2021-06-21,Insulin,1774,0,227,1547,0
2021-06-28,Insulin,1547,0,218,1329,0
2021-07-05,Insulin,1329,0,238,1091,0
2021-07-12,Insulin,1091,0,291,800,0
2021-07-19,Insulin,800,0,328,472,0
2021-07-26,Insulin,472,0,234,238,0
2021-08-02,Insulin,238,0,238,0,1
2021-08-09,Insulin,0,0,0,0,1
2021-08-16,Insulin,0,2253,226,2027,0
2021-08-23,Insulin,2027,0,191,1836,0
2021-08-30,Insulin,1836,0,201,1635,0
2021-09-06,Insulin,1635,0,226,1409,0
2021-09-13,Insulin,1409,0,187,1222,0
2021-09-20,Insulin,1222,0,130,1092,0
2021-09-27,Insulin,1092,0,166,926,0
2021-10-04,Insulin,926,0,172,754,0
2021-10-11,Insulin,754,0,265,489,0
2021-10-18,Insulin,489,0,235,254,0
2021-10-25,Insulin,254,0,254,0,1
2021-11-01,Insulin,0,0,0,0,1
2021-11-08,Insulin,0,2165,209,1956,0
2021-11-15,Insulin,1956,0,241,1715,0
2021-11-22,Insulin,1715,0,302,1413,0
2021-11-29,Insulin,1413,0,146,1267,0
2021-12-06,Insulin,1267,0,191,1076,0
2021-12-13,Insulin,1076,0,298,778,0
2021-12-20,Insulin,778,0,244,534,0
2021-12-27,Insulin,534,0,230,304,0
2022-01-03,Insulin,304,0,198,106,0
2022-01-10,Insulin,106,0,49,57,0
2022-01-17,Insulin,57,0,57,0,1
2022-01-24,Insulin,0,2533,153,2380,0
2022-01-31,Insulin,2380,0,282,2098,0
2022-02-07,Insulin,2098,0,221,1877,0
2022-02-14,Insulin,1877,0,159,1718,0
2022-02-21,Insulin,1718,0,170,1548,0
2022-02-28,Insulin,1548,0,182,1366,0
2022-03-07,Insulin,1366,0,215,1151,0
2022-03-14,Insulin,1151,0,164,987,0
2022-03-21,Insulin,987,0,131,856,0
2022-03-28,Insulin,856,0,235,621,0
2022-04-04,Insulin,621,0,126,495,0
2022-04-11,Insulin,495,2082,185,2392,0
2022-04-18,Insulin,2392,0,232,2160,0
2022-04-25,Insulin,2160,0,337,1823,0
2022-05-02,Insulin,1823,0,166,1657,0
2022-05-09,Insulin,1657,0,215,1442,0
2022-05-16,Insulin,1442,0,365,1077,0
2022-05-23,Insulin,1077,0,155,922,0
2022-05-30,Insulin,922,0,270,652,0
2022-06-06,Insulin,652,0,140,512,0
2022-06-13,Insulin,512,0,211,301,0
2022-06-20,Insulin,301,1977,156,2122,0
2022-06-27,Insulin,2122,0,203,1919,0
2022-07-04,Insulin,1919,0,346,1573,0
2022-07-11,Insulin,1573,0,152,1421,0
2022-07-18,Insulin,1421,0,196,1225,0
2022-07-25,Insulin,1225,0,242,983,0
2022-08-01,Insulin,983,0,313,670,0
2022-08-08,Insulin,670,0,300,370,0
2022-08-15,Insulin,370,0,156,214,0
2022-08-22,Insulin,214,2379,229,2364,0
2022-08-29,Insulin,2364,0,283,2081,0
2022-09-05,Insulin,2081,0,250,1831,0
2022-09-12,Insulin,1831,0,181,1650,0
2022-09-19,Insulin,1650,0,53,1597,0
2022-09-26,Insulin,1597,0,236,1361,0
2022-10-03,Insulin,1361,0,210,1151,0
2022-10-10,Insulin,1151,0,322,829,0
2022-10-17,Insulin,829,0,252,577,0
2022-10-24,Insulin,577,0,219,358,0
2022-10-31,Insulin,358,2150,220,2288,0
2022-11-07,Insulin,2288,0,267,2021,0
2022-11-14,Insulin,2021,0,217,1804,0
2022-11-21,Insulin,1804,0,326,1478,0
2022-11-28,Insulin,1478,0,291,1187,0
2022-12-05,Insulin,1187,0,268,919,0
2022-12-12,Insulin,919,0,289,630,0
2022-12-19,Insulin,630,0,237,393,0
2022-12-26,Insulin,393,0,273,120,0
2020-01-06,Metformin,2410,0,267,2143,0
2020-01-13,Metformin,2143,0,249,1894,0
2020-01-20,Metformin,1894,0,229,1665,0
2020-01-27,Metformin,1665,0,257,1408,0
2020-02-03,Metformin,1408,0,304,1104,0
2020-02-10,Metformin,1104,0,236,868,0
2020-02-17,Metformin,868,0,268,600,0
2020-02-24,Metformin,600,0,193,407,0
2020-03-02,Metformin,407,0,166,241,0
2020-03-09,Metformin,241,0,241,0,1
2020-03-16,Metformin,0,2432,258,2174,0
2020-03-23,Metformin,2174,0,249,1925,0
2020-03-30,Metformin,1925,0,229,1696,0
2020-04-06,Metformin,1696,0,248,1448,0
2020-04-13,Metformin,1448,0,224,1224,0
2020-04-20,Metformin,1224,0,338,886,0
2020-04-27,Metformin,886,0,388,498,0
2020-05-04,Metformin,498,0,346,152,0
2020-05-11,Metformin,152,0,152,0,1
2020-05-18,Metformin,0,0,0,0,1
2020-05-25,Metformin,0,0,0,0,1
2020-06-01,Metformin,0,2873,318,2555,0
2020-06-08,Metformin,2555,0,433,2122,0
2020-06-15,Metformin,2122,0,357,1765,0
2020-06-22,Metformin,1765,0,392,1373,0
2020-06-29,Metformin,1373,0,254,1119,0
2020-07-06,Metformin,1119,0,383,736,0
2020-07-13,Metformin,736,0,312,424,0
2020-07-20,Metformin,424,0,191,233,0
2020-07-27,Metformin,233,0,233,0,1
2020-08-03,Metformin,0,0,0,0,1
2020-08-10,Metformin,0,0,0,0,1
2020-08-17,Metformin,0,0,0,0,1
2020-08-24,Metformin,0,2332,435,1897,0
2020-08-31,Metformin,1897,0,384,1513,0
2020-09-07,Metformin,1513,0,416,1097,0
2020-09-14,Metformin,1097,0,261,836,0
2020-09-21,Metformin,836,0,217,619,0
2020-09-28,Metformin,619,0,220,399,0
2020-10-05,Metformin,399,0,306,93,0
2020-10-12,Metformin,93,2584,378,2299,0
2020-10-19,Metformin,2299,0,354,1945,0
2020-10-26,Metformin,1945,0,326,1619,0
2020-11-02,Metformin,1619,0,267,1352,0
2020-11-09,Metformin,1352,0,317,1035,0
2020-11-16,Metformin,1035,0,370,665,0
2020-11-23,Metformin,665,0,309,356,0
2020-11-30,Metformin,356,2745,383,2718,0
2020-12-07,Metformin,2718,0,193,2525,0
2020-12-14,Metformin,2525,0,356,2169,0
2020-12-21,Metformin,2169,0,317,1852,0
2020-12-28,Metformin,1852,0,388,1464,0
2021-01-04,Metformin,1464,0,281,1183,0
2021-01-11,Metformin,1183,0,305,878,0
2021-01-18,Metformin,878,0,287,591,0
2021-01-25,Metformin,591,0,204,387,0
2021-02-01,Metformin,387,0,271,116,0
2021-02-08,Metformin,116,0,116,0,1
2021-02-15,Metformin,0,0,0,0,1
2021-02-22,Metformin,0,0,0,0,1
2021-03-01,Metformin,0,0,0,0,1
2021-03-08,Metformin,0,2633,282,2351,0
2021-03-15,Metformin,2351,0,252,2099,0
2021-03-22,Metformin,2099,0,302,1797,0
2021-03-29,Metformin,1797,0,246,1551,0
2021-04-05,Metformin,1551,0,248,1303,0
2021-04-12,Metformin,1303,0,288,1015,0
2021-04-19,Metformin,1015,0,400,615,0
2021-04-26,Metformin,615,0,240,375,0
2021-05-03,Metformin,375,0,362,13,0
2021-05-10,Metformin,13,0,13,0,1
2021-05-17,Metformin,0,0,0,0,1
2021-05-24,Metformin,0,0,0,0,1
2021-05-31,Metformin,0,1998,327,1671,0
2021-06-07,Metformin,1671,0,414,1257,0
2021-06-14,Metformin,1257,0,462,795,0
2021-06-21,Metformin,795,0,325,470,0
2021-06-28,Metformin,470,0,447,23,0
2021-07-05,Metformin,23,0,23,0,1
2021-07-12,Metformin,0,0,0,0,1
2021-07-19,Metformin,0,2426,338,2088,0
2021-07-26,Metformin,2088,0,310,1778,0
2021-08-02,Metformin,1778,0,366,1412,0
2021-08-09,Metformin,1412,0,238,1174,0
2021-08-16,Metformin,1174,0,293,881,0
2021-08-23,Metformin,881,0,315,566,0
2021-08-30,Metformin,566,0,390,176,0
2021-09-06,Metformin,176,2685,362,2499,0
2021-09-13,Metformin,2499,0,192,2307,0
2021-09-20,Metformin,2307,0,199,2108,0
2021-09-27,Metformin,2108,0,245,1863,0
2021-10-04,Metformin,1863,0,156,1707,0
2021-10-11,Metformin,1707,0,442,1265,0
2021-10-18,Metformin,1265,0,322,943,0
2021-10-25,Metformin,943,0,195,748,0
2021-11-01,Metformin,748,0,276,472,0
2021-11-08,Metformin,472,2832,349,2955,0
2021-11-15,Metformin,2955,0,351,2604,0
2021-11-22,Metformin,2604,0,355,2249,0
2021-11-29,Metformin,2249,0,357,1892,0
2021-12-06,Metformin,1892,0,352,1540,0
2021-12-13,Metformin,1540,0,407,1133,0
